"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","extract_protocol_ch1.2","taxid_ch1","description","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","age:ch1","c1 chip id:ch1","cell type:ch1","experiment_sample_name:ch1","tissue:ch1"
"GSM1658103","healthy cortex cell 233","GSM1658103","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486134","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996093","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658103/suppl/GSM1658103_nochipID3.C65.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658104","healthy cortex cell 234","GSM1658104","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486135","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996094","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658104/suppl/GSM1658104_nochipID3.C69.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658105","healthy cortex cell 235","GSM1658105","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486136","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996095","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658105/suppl/GSM1658105_nochipID3.C71.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658106","healthy cortex cell 236","GSM1658106","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486137","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996096","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658106/suppl/GSM1658106_nochipID3.C72.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658107","healthy cortex cell 237","GSM1658107","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486138","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996097","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658107/suppl/GSM1658107_nochipID3.C74.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658108","healthy cortex cell 238","GSM1658108","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486139","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996098","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658108/suppl/GSM1658108_nochipID3.C75.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658109","healthy cortex cell 239","GSM1658109","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: endothelial","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486140","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996099","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658109/suppl/GSM1658109_nochipID3.C76.csv.gz","postnatal 63 years","nochipID3","endothelial","AB_S5","cortex"
"GSM1658110","healthy cortex cell 240","GSM1658110","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486141","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996100","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658110/suppl/GSM1658110_nochipID3.C80.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658111","healthy cortex cell 241","GSM1658111","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486142","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996101","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658111/suppl/GSM1658111_nochipID3.C81.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658112","healthy cortex cell 242","GSM1658112","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: endothelial","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486143","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996102","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658112/suppl/GSM1658112_nochipID3.C84.csv.gz","postnatal 63 years","nochipID3","endothelial","AB_S5","cortex"
"GSM1658113","healthy cortex cell 243","GSM1658113","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486144","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996103","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658113/suppl/GSM1658113_nochipID3.C85.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658114","healthy cortex cell 244","GSM1658114","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486145","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996104","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658114/suppl/GSM1658114_nochipID3.C86.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
"GSM1658115","healthy cortex cell 245","GSM1658115","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 63 years","c1 chip id: nochipID3","experiment_sample_name: AB_S5","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL18573","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina NextSeq 500","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486086","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996105","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658115/suppl/GSM1658115_nochipID3.C91.csv.gz","postnatal 63 years","nochipID3","neurons","AB_S5","cortex"
